Monitoring Stations,Month,Year,pH (units),Ammonia (mg/L),Nitrate (mg/L),Inorganic Phosphate (mg/L),BOD (mg/l),Dissolved Oxygen (mg/l),Total coliforms (MPN/100ml),Phytoplankton (cells/ml),Wind,Condition,Day,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,Date
Stn VIII (South Bay),10,2019,8.7,0.023,0.05,0.062,2.0,7.0,29.0,3769.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn XV (San Pedro),10,2019,8.5,0.087,0.05,0.091,2.0,6.7,62.0,243.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn.XVI (Sta Rosa),10,2019,8.6,0.005,0.05,0.082,2.0,7.7,33.0,4230.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn XVII (Sanctuary),10,2019,9.1,0.005,0.05,0.088,3.0,7.9,36.0,1260.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn XVIII (Pagsanjan),10,2019,8.6,0.005,0.05,0.029,3.0,7.5,24.0,333.0,5.0,1.0,7,628.64,30.12,22.24,63.64,9.16,3.12,1008.722,0.0,2019-10-07
Stn. I (Central West Bay),11,2019,8.5,0.18,0.05,0.091,3.0,7.1,32.0,8006.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn II (East Bay),11,2019,8.9,0.04,0.05,0.053,3.0,8.6,32.0,3604.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn. IV (Central Bay),11,2019,8.8,0.209,0.05,0.133,5.0,8.8,23.0,3779.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn V (Northern West Bay),11,2019,9.5,0.111,0.05,0.102,7.0,12.8,30.0,12077.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn VIII (South Bay),11,2019,8.7,0.052,0.05,0.095,3.0,8.0,18.0,23792.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn XV (San Pedro),11,2019,8.2,0.135,0.05,0.094,4.0,6.6,57.0,27593.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn.XVI (Sta Rosa),11,2019,9.2,0.014,0.05,0.069,6.0,10.0,25.0,23683.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn XVII (Sanctuary),11,2019,8.7,0.027,0.05,0.089,5.0,8.4,25.0,4387.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn XVIII (Pagsanjan),11,2019,8.9,0.029,0.05,0.017,3.0,9.2,19.0,7819.0,13.0,2.0,4,650.0,28.791666666666668,24.916666666666668,79.91666666666667,9.708333333333334,0.0,1006.4179166666668,0.0,2019-11-04
Stn. I (Central West Bay),12,2019,7.8,0.012,0.185,0.059,3.0,6.9,58.0,1029.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn II (East Bay),12,2019,7.8,0.021,0.115,0.063,4.0,6.9,31.0,2311.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn. IV (Central Bay),12,2019,8.2,0.038,0.114,0.088,3.0,6.9,31.0,143.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn V (Northern West Bay),12,2019,8.0,0.01,0.504,0.098,4.0,7.3,44.0,813.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn VIII (South Bay),12,2019,8.0,0.021,0.151,0.066,3.0,7.2,33.0,3227.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn XV (San Pedro),12,2019,9.0,0.032,0.17,0.069,2.0,6.9,120.0,2059.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn.XVI (Sta Rosa),12,2019,7.8,0.021,0.178,0.085,3.0,7.2,41.0,2636.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn XVII (Sanctuary),12,2019,8.2,0.012,0.1,0.062,3.0,7.3,41.0,1950.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn XVIII (Pagsanjan),12,2019,7.8,0.1,0.401,0.044,2.0,7.5,49.0,4987.0,1.0,2.0,2,650.0,27.5,22.25,73.125,15.166666666666666,1.5416666666666667,1005.62625,0.0,2019-12-02
Stn. I (Central West Bay),1,2020,8.0,0.118,0.274,0.038,3.0,7.1,44.0,3263.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn II (East Bay),1,2020,8.2,0.113,0.348,0.062,3.0,7.6,23.0,2323.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn. IV (Central Bay),1,2020,7.9,0.118,0.232,0.067,4.0,7.5,32.0,64047.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn V (Northern West Bay),1,2020,8.2,0.081,0.207,0.067,4.0,7.5,42.0,2982.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn VIII (South Bay),1,2020,8.2,0.058,0.25,0.056,3.0,7.6,33.0,94422.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn XV (San Pedro),1,2020,8.1,0.043,0.385,0.069,3.0,7.9,100.0,36087.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn.XVI (Sta Rosa),1,2020,8.3,0.05,0.276,0.063,4.0,8.3,47.0,8247.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn XVII (Sanctuary),1,2020,8.3,0.095,0.241,0.083,3.0,7.1,65.0,29073.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn XVIII (Pagsanjan),1,2020,7.7,0.04,0.497,0.074,4.0,7.4,80.0,2010.0,6.0,1.0,20,668.2,27.52,21.68,70.68,8.84,0.0,1011.24,0.0,2020-01-20
Stn. I (Central West Bay),2,2020,8.0,0.158,0.153,0.087,3.0,7.3,66.0,23554.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn II (East Bay),2,2020,8.2,0.048,0.239,0.061,3.0,7.7,23.0,54353.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn. IV (Central Bay),2,2020,8.2,0.113,0.05,0.071,4.0,7.0,32.0,49106.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn V (Northern West Bay),2,2020,8.3,0.027,0.418,0.088,5.0,8.1,44.0,20037.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn VIII (South Bay),2,2020,8.2,0.027,0.146,0.057,1.0,8.3,33.0,23822.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn XV (San Pedro),2,2020,8.2,0.028,0.05,0.075,3.0,7.6,52.0,28802.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn.XVI (Sta Rosa),2,2020,8.6,0.03,0.05,0.069,3.0,8.0,46.0,70352.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn XVII (Sanctuary),2,2020,8.4,0.036,0.05,0.05,1.0,7.7,50.0,63254.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn XVIII (Pagsanjan),2,2020,7.9,0.026,0.434,0.034,3.0,7.8,77.0,2328.0,5.0,2.0,3,628.9230769230769,24.884615384615383,18.23076923076923,66.76923076923077,10.807692307692308,0.0,1013.2688461538462,0.0,2020-02-03
Stn. I (Central West Bay),3,2020,8.7,0.222,0.05,0.055,3.0,7.7,36.0,38280.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn II (East Bay),3,2020,8.7,0.067,0.05,0.095,2.0,8.2,31.0,26595.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn. IV (Central Bay),3,2020,8.6,0.083,0.05,0.032,3.0,7.7,25.0,4570.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn V (Northern West Bay),3,2020,8.8,0.078,0.05,0.065,2.0,7.5,19.0,41580.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn VIII (South Bay),3,2020,8.7,0.034,0.05,0.032,3.0,8.2,18.0,65307.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn XV (San Pedro),3,2020,8.8,0.04,0.05,0.046,3.0,8.2,25.0,30762.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn.XVI (Sta Rosa),3,2020,8.7,0.055,0.05,0.05,3.0,8.6,28.0,21436.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn XVII (Sanctuary),3,2020,8.8,0.04,0.05,0.024,3.0,7.8,30.0,23093.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn XVIII (Pagsanjan),3,2020,8.6,0.042,0.05,0.017,3.0,8.2,29.0,756.0,6.0,1.0,2,650.0,27.791666666666668,20.125,63.75,14.666666666666666,3.5,1009.6575,0.0,2020-03-02
Stn. I (Central West Bay),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn II (East Bay),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn. IV (Central Bay),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn V (Northern West Bay),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn VIII (South Bay),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn XV (San Pedro),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn.XVI (Sta Rosa),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn XVII (Sanctuary),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn XVIII (Pagsanjan),4,2020,8.093487017222545,0.04760499999999998,0.1613510862011749,0.14400190403387456,1.6753315771775528,7.277725389643037,,,6.0,1.0,3,650.0,29.625,20.70833333333333,59.75,11.75,1.7083333333333333,1010.1133333333332,0.0,2020-04-03
Stn. I (Central West Bay),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn II (East Bay),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn. IV (Central Bay),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn V (Northern West Bay),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn VIII (South Bay),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn XV (San Pedro),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn.XVI (Sta Rosa),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn XVII (Sanctuary),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn XVIII (Pagsanjan),5,2020,8.234285590805186,0.07402487264369614,0.1324461007387865,0.19738642555369051,2.2085319320062395,7.816382463288344,,,6.0,1.0,2,650.0,31.20833333333333,22.83333333333333,61.66666666666666,10.625,0.0,1005.9591666666666,0.0,2020-05-02
Stn. I (Central West Bay),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn II (East Bay),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn. IV (Central Bay),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn V (Northern West Bay),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn VIII (South Bay),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn XV (San Pedro),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn.XVI (Sta Rosa),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn XVII (Sanctuary),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn XVIII (Pagsanjan),6,2020,8.27334632613259,0.03531218372556759,0.1273383174564701,0.2675183586142959,1.9904612490846667,7.5517040385612,,,17.0,3.0,24,650.0,30.5,25.08333333333333,73.5,7.875,0.0,1005.835,0.0,2020-06-24
Stn. I (Central West Bay),9,2020,8.8,0.059,0.05,0.061,2.0,9.3,20.0,61989.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn II (East Bay),9,2020,8.7,0.067,0.05,0.04,3.0,6.8,18.0,46260.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn. IV (Central Bay),9,2020,8.3,0.06,0.05,0.074,4.0,5.6,20.0,72148.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn V (Northern West Bay),9,2020,9.1,0.034,0.05,0.039,3.0,11.8,18.0,51418.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn VIII (South Bay),9,2020,8.8,0.014,0.05,0.037,3.0,9.3,20.0,88372.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn XV (San Pedro),9,2020,8.2,0.005,0.05,0.043,3.0,8.3,130.0,13300.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn.XVI (Sta Rosa),9,2020,9.0,0.005,0.05,0.03,4.0,8.2,20.0,83982.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn XVII (Sanctuary),9,2020,8.8,0.005,0.05,0.035,3.0,9.9,45.0,86790.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn XVIII (Pagsanjan),9,2020,8.2,0.016,0.05,0.018,3.0,6.9,18.0,47539.0,6.0,1.0,21,650.0,30.45833333333333,24.45833333333333,71.08333333333333,7.208333333333333,0.0,1005.045,0.0,2020-09-21
Stn. I (Central West Bay),10,2020,8.8,0.005,0.05,0.065,2.0,7.3,20.0,160241.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn II (East Bay),10,2020,8.5,0.019,0.05,0.049,3.0,7.0,20.0,60818.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn. IV (Central Bay),10,2020,8.8,0.025,0.781,0.097,2.0,7.8,45.0,101097.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn V (Northern West Bay),10,2020,8.4,0.019,0.05,0.093,3.0,7.6,20.0,49684.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn VIII (South Bay),10,2020,8.7,0.019,0.05,0.044,2.0,7.3,45.0,125574.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn XV (San Pedro),10,2020,8.7,0.027,0.05,0.041,3.0,7.2,20.0,46759.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn.XVI (Sta Rosa),10,2020,8.8,0.011,0.05,0.042,3.0,7.3,18.0,38080.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn XVII (Sanctuary),10,2020,8.3,0.019,0.05,0.068,4.0,6.8,18.0,42792.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn XVIII (Pagsanjan),10,2020,8.2,0.005,0.05,0.04,3.0,6.8,20.0,49156.0,9.0,2.0,21,650.0,28.0,24.166666666666668,80.125,11.375,0.0,1000.3495833333332,0.0,2020-10-21
Stn. I (Central West Bay),11,2020,7.9,0.005,0.04398999999999997,0.029,2.819,6.8,,30681.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn II (East Bay),11,2020,7.9,0.005,0.03872999999999999,0.086,2.157,7.2,,11446.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn. IV (Central Bay),11,2020,8.4,0.005,0.04495999999999998,0.027,3.29,8.3,,114303.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn V (Northern West Bay),11,2020,8.4,0.005,0.04742999999999996,0.044,3.505,7.8,,64938.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn VIII (South Bay),11,2020,8.0,0.005,0.04294999999999996,0.042,1.9871111111111113,6.5,,18217.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn XV (San Pedro),11,2020,8.0,0.016,0.03761999999999998,0.054,2.258,6.4,,23273.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn.XVI (Sta Rosa),11,2020,7.9,0.005,0.04105999999999999,0.047,1.9581111111111111,7.2,,15499.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn XVII (Sanctuary),11,2020,8.0,0.005,0.028949999999999986,0.043,1.737111111111111,6.7,,16155.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn XVIII (Pagsanjan),11,2020,7.7,0.005,0.07025999999999998,0.061,2.115,6.7,,8816.0,17.0,1.0,3,641.32,28.52,24.96,82.04,6.56,0.0,1006.9668,0.0,2020-11-03
Stn. I (Central West Bay),12,2020,8.0,0.005,0.25223230769230764,0.066,2.0,7.1,45.0,1419.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn II (East Bay),12,2020,8.0,0.005,0.22962000000000024,0.083,2.0,7.9,30.0,14066.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn. IV (Central Bay),12,2020,8.2,0.005,0.3226300000000004,0.064,2.0,8.3,45.0,7251.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn V (Northern West Bay),12,2020,8.2,0.005,0.2931400000000001,0.077,1.0,7.7,219.0,3543.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn VIII (South Bay),12,2020,8.5,0.005,0.26991000000000037,0.029,2.0,8.7,148.0,5579.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn XV (San Pedro),12,2020,8.0,0.005,0.06812000000000001,0.048,2.0,8.9,126.0,24105.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn.XVI (Sta Rosa),12,2020,8.1,0.005,0.24704857142857126,0.081,2.0,7.3,208.0,1733.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn XVII (Sanctuary),12,2020,8.4,0.005,0.23732000000000025,0.041,2.0,8.3,28.0,16435.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn XVIII (Pagsanjan),12,2020,8.1,0.013,0.29479000000000033,0.063,2.0,7.3,51.0,10640.0,2.0,2.0,1,650.0,26.916666666666668,19.33333333333333,59.833333333333336,15.25,0.0,1007.5420833333332,0.0,2020-12-01
Stn. I (Central West Bay),1,2021,8.3,0.034,0.20531000000000021,0.078,2.0,7.8,30.0,6604.0,6.0,2.0,11,619.2307692307693,25.807692307692307,20.115384615384617,70.92307692307692,8.26923076923077,1.5,1009.0496153846154,0.0,2021-01-11
Stn II (East Bay),1,2021,8.2,0.022,0.24580999999999997,0.064,0.5,8.6,65.0,12324.0,6.0,2.0,11,619.2307692307693,25.807692307692307,20.115384615384617,70.92307692307692,8.26923076923077,1.5,1009.0496153846154,0.0,2021-01-11
Stn. IV (Central Bay),1,2021,8.2,0.019,0.22666000000000014,0.078,2.0,7.5,45.0,6016.0,6.0,2.0,11,619.2307692307693,25.807692307692307,20.115384615384617,70.92307692307692,8.26923076923077,1.5,1009.0496153846154,0.0,2021-01-11
Stn V (Northern West Bay),1,2021,8.1,0.028,0.20531000000000021,0.113,2.0,7.4,94.0,6755.0,6.0,2.0,11,619.2307692307693,25.807692307692307,20.115384615384617,70.92307692307692,8.26923076923077,1.5,1009.0496153846154,0.0,2021-01-11
